113
314
906
835
1167
1334
1380
1424
1714
1804
1835
2064
2470
2636
281
388
655
801
944
1025
1084
1164
1269
1374
1978
2029
2211
2266
2469
2563
2640
2755
2827
2924
3183
162
330
713
1306
1511
1536
2333
2976
3544
3688
135
193
752
806
954
1754
1955
2017
2080
